Country Name,Country Code,Indicator Name,Indicator Code,1970,1980,1990,2000,2010,2016,2017
Cambodia,KHM,High-technology exports (current US$),TX.VAL.TECH.CD,,,,1095933,4699613,39805148,
Cambodia,KHM,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Cambodia,KHM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Cambodia,KHM,"Trademark applications, total",IP.TMK.TOTL,423,,,1939,3969,1646,
Cambodia,KHM,"Trademark applications, direct resident",IP.TMK.RESD,109,,,281,840,,
Cambodia,KHM,"Trademark applications, direct nonresident",IP.TMK.NRES,314,,,1658,3129,1646,
Cambodia,KHM,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Cambodia,KHM,"Patent applications, nonresidents",IP.PAT.NRES,17,,,,26,,
Cambodia,KHM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,58.9,116.9,
Cambodia,KHM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Cambodia,KHM,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,340000,1510705.745,
Cambodia,KHM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,4435554.202,6280500,10404575.76,
Kiribati,KIR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,42.72070748,4.074101381,
Kiribati,KIR,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,458632,84544,
Kiribati,KIR,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Kiribati,KIR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Kiribati,KIR,"Trademark applications, total",IP.TMK.TOTL,,,,,,,
Kiribati,KIR,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,
Kiribati,KIR,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,
Kiribati,KIR,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Kiribati,KIR,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
Kiribati,KIR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,0.3,2.2,
Kiribati,KIR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Kiribati,KIR,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,3102126.63,,,,
Kiribati,KIR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,
St. Kitts and Nevis,KNA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,0.6404657245,1.29866312,,
St. Kitts and Nevis,KNA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,135540,301723,,
St. Kitts and Nevis,KNA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
St. Kitts and Nevis,KNA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
St. Kitts and Nevis,KNA,"Trademark applications, total",IP.TMK.TOTL,,,,,,,
St. Kitts and Nevis,KNA,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,
St. Kitts and Nevis,KNA,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,
St. Kitts and Nevis,KNA,"Patent applications, residents",IP.PAT.RESD,,,,,,,
St. Kitts and Nevis,KNA,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
St. Kitts and Nevis,KNA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,4.7,20.8,
St. Kitts and Nevis,KNA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
St. Kitts and Nevis,KNA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,310238.1481,,
St. Kitts and Nevis,KNA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,133333.3333,825925.9259,1941085.556,2432949.091,
"Korea, Rep.",KOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,18.03506412,35.06590914,29.46593215,26.58320503,
"Korea, Rep.",KOR,High-technology exports (current US$),TX.VAL.TECH.CD,,,10936004210,54332601071,121478141990,118364816867,
"Korea, Rep.",KOR,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,458.85547,968.76206,,
"Korea, Rep.",KOR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,2345.35265,5380.27532,,
"Korea, Rep.",KOR,"Trademark applications, total",IP.TMK.TOTL,5124,13558,46826,110073,128672,181869,
"Korea, Rep.",KOR,"Trademark applications, direct resident",IP.TMK.RESD,3105,8785,33564,90596,106896,157113,
"Korea, Rep.",KOR,"Trademark applications, direct nonresident",IP.TMK.NRES,2019,4773,13262,19477,21776,24756,
"Korea, Rep.",KOR,"Patent applications, residents",IP.PAT.RESD,1202,1241,9082,72831,131805,163424,
"Korea, Rep.",KOR,"Patent applications, nonresidents",IP.PAT.NRES,644,3829,16738,29179,38296,45406,
"Korea, Rep.",KOR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,50935.1,63063,
"Korea, Rep.",KOR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,2.18087,3.45314,,
"Korea, Rep.",KOR,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,23200000,37100000,701500000,3188400000,6614700000,7138400000
"Korea, Rep.",KOR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,125100000,1376800000,3300300000,9182900000,9429400000,9254000000
Kuwait,KWT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,3.379132273,0.1703730328,3.010949838,1.910506711,
Kuwait,KWT,High-technology exports (current US$),TX.VAL.TECH.CD,,,14957490,1464897,123864653,76277114,
Kuwait,KWT,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,41.98044,28.43627,,
Kuwait,KWT,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,167.92176,133.02945,,
Kuwait,KWT,"Trademark applications, total",IP.TMK.TOTL,,,,,,,
Kuwait,KWT,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,
Kuwait,KWT,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,
Kuwait,KWT,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Kuwait,KWT,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
Kuwait,KWT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,748.6,738.6,
Kuwait,KWT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,0.12543,0.1014,,
Kuwait,KWT,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,
Kuwait,KWT,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,
Latin America & Caribbean (excluding high income),LAC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,6.719153575,17.80528176,11.8355228,12.8746832,
Latin America & Caribbean (excluding high income),LAC,High-technology exports (current US$),TX.VAL.TECH.CD,,,,39824487227,49605806861,59303384021,
Latin America & Caribbean (excluding high income),LAC,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,421.3089942,,
Latin America & Caribbean (excluding high income),LAC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,290.5566992,451.4137334,,
Latin America & Caribbean (excluding high income),LAC,"Trademark applications, total",IP.TMK.TOTL,64874,101238,157053,299399,354223,424172,
Latin America & Caribbean (excluding high income),LAC,"Trademark applications, direct resident",IP.TMK.RESD,43007,62265,112621,175235,240257,305382,
Latin America & Caribbean (excluding high income),LAC,"Trademark applications, direct nonresident",IP.TMK.NRES,21867,38973,42192,115821,107513,118091,
Latin America & Caribbean (excluding high income),LAC,"Patent applications, residents",IP.PAT.RESD,5265,3438,3449,3885,5402,7277,
Latin America & Caribbean (excluding high income),LAC,"Patent applications, nonresidents",IP.PAT.NRES,16616,14014,11203,33116,39161,43901,
Latin America & Caribbean (excluding high income),LAC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,60603.5,79294.7,
Latin America & Caribbean (excluding high income),LAC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,0.5855607801,0.8636452521,,
Latin America & Caribbean (excluding high income),LAC,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,3000000,45800000,190550000,200241955.9,329565272.4,827107941.9,823454996.9
Latin America & Caribbean (excluding high income),LAC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,10000000,258900000,513490752.5,2400513427,4957642072,7702244719,7563730947
Lao PDR,LAO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,6.624694938,33.58070262,
Lao PDR,LAO,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,18944616,274940688,
Lao PDR,LAO,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Lao PDR,LAO,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Lao PDR,LAO,"Trademark applications, total",IP.TMK.TOTL,584,,,701,,708,
Lao PDR,LAO,"Trademark applications, direct resident",IP.TMK.RESD,96,,,25,,,
Lao PDR,LAO,"Trademark applications, direct nonresident",IP.TMK.NRES,488,,,676,,708,
Lao PDR,LAO,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Lao PDR,LAO,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
Lao PDR,LAO,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,44.5,85.1,
Lao PDR,LAO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Lao PDR,LAO,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,
Lao PDR,LAO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,
Lebanon,LBN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,2.344879901,12.79651796,2.371671156,
Lebanon,LBN,High-technology exports (current US$),TX.VAL.TECH.CD,,,,11049679,278555999,32700733,
Lebanon,LBN,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Lebanon,LBN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Lebanon,LBN,"Trademark applications, total",IP.TMK.TOTL,1442,,,,,,
Lebanon,LBN,"Trademark applications, direct resident",IP.TMK.RESD,324,,,,,,
Lebanon,LBN,"Trademark applications, direct nonresident",IP.TMK.NRES,1118,,,,,,
Lebanon,LBN,"Patent applications, residents",IP.PAT.RESD,29,,,,,,
Lebanon,LBN,"Patent applications, nonresidents",IP.PAT.NRES,155,,,,,,
Lebanon,LBN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,790.4,1397.9,
Lebanon,LBN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Lebanon,LBN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,7278993.902,16383136.28,
Lebanon,LBN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,12920910.57,32884145.91,
Liberia,LBR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,
Liberia,LBR,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,
Liberia,LBR,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Liberia,LBR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Liberia,LBR,"Trademark applications, total",IP.TMK.TOTL,,,,1117,593,792,
Liberia,LBR,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,
Liberia,LBR,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,1117,593,792,
Liberia,LBR,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Liberia,LBR,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
Liberia,LBR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,3.4,16.6,
Liberia,LBR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Liberia,LBR,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,
Liberia,LBR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,
Libya,LBY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,
Libya,LBY,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,
Libya,LBY,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Libya,LBY,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Libya,LBY,"Trademark applications, total",IP.TMK.TOTL,463,,,,,,
Libya,LBY,"Trademark applications, direct resident",IP.TMK.RESD,50,,,,,,
Libya,LBY,"Trademark applications, direct nonresident",IP.TMK.NRES,413,,,,,,
Libya,LBY,"Patent applications, residents",IP.PAT.RESD,,,10,,,,
Libya,LBY,"Patent applications, nonresidents",IP.PAT.NRES,,,47,,,,
Libya,LBY,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,301.9,138.7,
Libya,LBY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Libya,LBY,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,4000000,,,
Libya,LBY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,
St. Lucia,LCA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,9.49336439,16.99393507,5.915381527,
St. Lucia,LCA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,427949,5726448,4195717,
St. Lucia,LCA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
St. Lucia,LCA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
St. Lucia,LCA,"Trademark applications, total",IP.TMK.TOTL,,126,190,517,,,
St. Lucia,LCA,"Trademark applications, direct resident",IP.TMK.RESD,,3,5,41,,,
St. Lucia,LCA,"Trademark applications, direct nonresident",IP.TMK.NRES,,123,185,476,,,
St. Lucia,LCA,"Patent applications, residents",IP.PAT.RESD,,,,,,,
St. Lucia,LCA,"Patent applications, nonresidents",IP.PAT.NRES,,14,2,,,,
St. Lucia,LCA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,2.8,4.7,
St. Lucia,LCA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
St. Lucia,LCA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,
St. Lucia,LCA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,1570370.37,3927893.333,6846175.311,
Latin America & Caribbean,LCN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,15.7940916,10.69416682,12.13629158,
Latin America & Caribbean,LCN,High-technology exports (current US$),TX.VAL.TECH.CD,,,,40792761300,51878310674,,
Latin America & Caribbean,LCN,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,395.8602806,,
Latin America & Caribbean,LCN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,328.7000859,503.3312982,,
Latin America & Caribbean,LCN,"Trademark applications, total",IP.TMK.TOTL,112869,151236,250325,421661,505798,544332,
Latin America & Caribbean,LCN,"Trademark applications, direct resident",IP.TMK.RESD,76227,96344,183111,248525,345631,390710,
Latin America & Caribbean,LCN,"Trademark applications, direct nonresident",IP.TMK.NRES,36642,54892,64974,164793,153714,152739,
Latin America & Caribbean,LCN,"Patent applications, residents",IP.PAT.RESD,7636,4939,4590,5239,6305,8621,
Latin America & Caribbean,LCN,"Patent applications, nonresidents",IP.PAT.NRES,23088,18232,13878,42448,45391,49916,
Latin America & Caribbean,LCN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,74055.02336,96586.33273,
Latin America & Caribbean,LCN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,0.5557028314,0.796208602,,
Latin America & Caribbean,LCN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,3000000,50150000,195250000,247339513.9,529633259.8,1074936552,1130715384
Latin America & Caribbean,LCN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,10000000,411691666.7,982765262.3,3366669887,7516608641,11655374828,11715176535
Least developed countries: UN classification,LDC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,
Least developed countries: UN classification,LDC,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,
Least developed countries: UN classification,LDC,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Least developed countries: UN classification,LDC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Least developed countries: UN classification,LDC,"Trademark applications, total",IP.TMK.TOTL,,,,,,,
Least developed countries: UN classification,LDC,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,
Least developed countries: UN classification,LDC,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,
Least developed countries: UN classification,LDC,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Least developed countries: UN classification,LDC,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
Least developed countries: UN classification,LDC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,5043.211169,8406.958196,
Least developed countries: UN classification,LDC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Least developed countries: UN classification,LDC,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,752489.1673,4664664.527,17318738.08,17682545.39,59936215.56,4840078.87
Least developed countries: UN classification,LDC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,283983.9372,2119006.962,39639388.24,130233317.8,569137467.6,95458427.74
Low income,LIC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,5.366324113,1.978101616,,
Low income,LIC,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,
Low income,LIC,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Low income,LIC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Low income,LIC,"Trademark applications, total",IP.TMK.TOTL,,,,,,,
Low income,LIC,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,
Low income,LIC,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,
Low income,LIC,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Low income,LIC,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
Low income,LIC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,3398.536895,5493.8,
Low income,LIC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Low income,LIC,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,2884102.611,2120819.783,1166051.733,16845955.48,36398634.5,1566521.217
Low income,LIC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,13921252.51,8695778.551,23380765.39,122415762,68815484.39,37735507.48
Liechtenstein,LIE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,
Liechtenstein,LIE,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,
Liechtenstein,LIE,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Liechtenstein,LIE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Liechtenstein,LIE,"Trademark applications, total",IP.TMK.TOTL,260,160,4752,5215,2513,2678,
Liechtenstein,LIE,"Trademark applications, direct resident",IP.TMK.RESD,154,160,102,3,4,168,
Liechtenstein,LIE,"Trademark applications, direct nonresident",IP.TMK.NRES,106,,4650,5212,2509,2510,
Liechtenstein,LIE,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Liechtenstein,LIE,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
Liechtenstein,LIE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,40.2,35.4,
Liechtenstein,LIE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Liechtenstein,LIE,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,
Liechtenstein,LIE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,
Sri Lanka,LKA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,0.5976905295,3.086320735,1.025951272,0.843030925,
Sri Lanka,LKA,High-technology exports (current US$),TX.VAL.TECH.CD,,,6056445,122746599,56678418,60235929,
Sri Lanka,LKA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,91.62771,,
Sri Lanka,LKA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,135.06359,105.93371,,
Sri Lanka,LKA,"Trademark applications, total",IP.TMK.TOTL,1014,1532,2153,5638,6244,10828,
Sri Lanka,LKA,"Trademark applications, direct resident",IP.TMK.RESD,464,862,1159,3317,3942,6893,
Sri Lanka,LKA,"Trademark applications, direct nonresident",IP.TMK.NRES,550,670,994,2321,2302,3935,
Sri Lanka,LKA,"Patent applications, residents",IP.PAT.RESD,33,11,23,71,225,280,
Sri Lanka,LKA,"Patent applications, nonresidents",IP.PAT.NRES,118,67,83,250,235,293,
Sri Lanka,LKA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,501.8,1032.9,
Sri Lanka,LKA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,0.14365,0.13694,,
Sri Lanka,LKA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,
Sri Lanka,LKA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,
Lower middle income,LMC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,16.1644996,9.120737679,10.18856243,
Lower middle income,LMC,High-technology exports (current US$),TX.VAL.TECH.CD,,,,35428884360,39927691928,,
Lower middle income,LMC,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Lower middle income,LMC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Lower middle income,LMC,"Trademark applications, total",IP.TMK.TOTL,27675,,77758,198075,416448,639016,
Lower middle income,LMC,"Trademark applications, direct resident",IP.TMK.RESD,13931,,49228,107976,309516,471269,
Lower middle income,LMC,"Trademark applications, direct nonresident",IP.TMK.NRES,12605,,28530,90099,106932,167747,
Lower middle income,LMC,"Patent applications, residents",IP.PAT.RESD,,1573,1831,10374,14938,19474,
Lower middle income,LMC,"Patent applications, nonresidents",IP.PAT.NRES,7255,6006,6485,19987,50480,55089,
Lower middle income,LMC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,98766.72435,172760.3659,
Lower middle income,LMC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,0.4767953088,,,
Lower middle income,LMC,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,1927944.653,21042858.63,225456965.1,434805685.5,877280332.3,979138589.6
Lower middle income,LMC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,131826134.2,196083642.6,1784241055,6087668406,9939137727,11115693416
Low & middle income,LMY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,19.66993784,17.03212835,18.07985563,
Low & middle income,LMY,High-technology exports (current US$),TX.VAL.TECH.CD,,,,188115275095,606905733990,,
Low & middle income,LMY,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Low & middle income,LMY,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,612.2540043,,
Low & middle income,LMY,"Trademark applications, total",IP.TMK.TOTL,,,366146,928679,2183130,,
Low & middle income,LMY,"Trademark applications, direct resident",IP.TMK.RESD,,,252851,576232,1739436,,
Low & middle income,LMY,"Trademark applications, direct nonresident",IP.TMK.NRES,,,108546,339747,433111,,
Low & middle income,LMY,"Patent applications, residents",IP.PAT.RESD,,,15690,69578,373735,1288094,
Low & middle income,LMY,"Patent applications, nonresidents",IP.PAT.NRES,,,33540,106662,215696,269314,
Low & middle income,LMY,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,618042.5085,891992.7861,
Low & middle income,LMY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,0.6520892253,1.138347821,,
Low & middle income,LMY,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,7199998.322,67300989.77,235538195.9,696530865.4,2815081867,3896847193,8028443167
Low & middle income,LMY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,56199981.54,672141125.5,1024469081,7284084510,37229492210,56250363753,63785032017
Lesotho,LSO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,0.2827068211,0.713354334,,
Lesotho,LSO,High-technology exports (current US$),TX.VAL.TECH.CD,,,,901662,2229999,,
Lesotho,LSO,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Lesotho,LSO,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Lesotho,LSO,"Trademark applications, total",IP.TMK.TOTL,,,,1019,513,654,
Lesotho,LSO,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,
Lesotho,LSO,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,1019,513,654,
Lesotho,LSO,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Lesotho,LSO,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
Lesotho,LSO,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,8.1,22.8,
Lesotho,LSO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Lesotho,LSO,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,196332.6958,216039.2292
Lesotho,LSO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,1384535.83,1076130.009,4868525.98,2925902.536,3219584.624
Late-demographic dividend,LTE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,23.73129654,19.98869267,19.56765809,
Late-demographic dividend,LTE,High-technology exports (current US$),TX.VAL.TECH.CD,,,,154023188854,563863295988,670064532765,
Late-demographic dividend,LTE,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Late-demographic dividend,LTE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,793.7591464,1042.78681,,
Late-demographic dividend,LTE,"Trademark applications, total",IP.TMK.TOTL,,118962,232488,631869,1559391,,
Late-demographic dividend,LTE,"Trademark applications, direct resident",IP.TMK.RESD,,,164527,399144,1274097,,
Late-demographic dividend,LTE,"Trademark applications, direct nonresident",IP.TMK.NRES,,,67961,223246,269765,,
Late-demographic dividend,LTE,"Patent applications, residents",IP.PAT.RESD,,,16365,60167,346643,1249196,
Late-demographic dividend,LTE,"Patent applications, nonresidents",IP.PAT.NRES,,,20645,76429,149227,196797,
Late-demographic dividend,LTE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,487152.113,673760.4106,
