Country Name,Country Code,Indicator Name,Indicator Code,1970,1980,1990,2000,2010,2016,2017
Cabo Verde,CPV,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,120660.2759,,343346.4352,2401054.945,6152197.162
Costa Rica,CRI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,51.71434979,39.97234195,18.25830753,
Costa Rica,CRI,High-technology exports (current US$),TX.VAL.TECH.CD,,,,1859069884,2193335855,941695593,
Costa Rica,CRI,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Costa Rica,CRI,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,384.57536,,
Costa Rica,CRI,"Trademark applications, total",IP.TMK.TOTL,2223,1645,4341,9999,11265,14173,
Costa Rica,CRI,"Trademark applications, direct resident",IP.TMK.RESD,1100,605,1042,4038,5767,6797,
Costa Rica,CRI,"Trademark applications, direct nonresident",IP.TMK.NRES,1123,1040,3299,5961,5498,7376,
Costa Rica,CRI,"Patent applications, residents",IP.PAT.RESD,40,30,25,,8,9,
Costa Rica,CRI,"Patent applications, nonresidents",IP.PAT.NRES,111,85,41,,1212,496,
Costa Rica,CRI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,261.2,376.7,
Costa Rica,CRI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,0.41287,0.48485,,
Costa Rica,CRI,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,1400000,1200000,,,,
Costa Rica,CRI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,4300000,9100000,49833730,158855730.1,515797550.9,624115036.5
Caribbean small states,CSS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,5.99778887,3.87436878,,
Caribbean small states,CSS,High-technology exports (current US$),TX.VAL.TECH.CD,,,,59294681,35121479,,
Caribbean small states,CSS,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Caribbean small states,CSS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Caribbean small states,CSS,"Trademark applications, total",IP.TMK.TOTL,,,,,,9715,
Caribbean small states,CSS,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,2455,
Caribbean small states,CSS,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,6377,
Caribbean small states,CSS,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Caribbean small states,CSS,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,351,
Caribbean small states,CSS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,504.4,500.9,
Caribbean small states,CSS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Caribbean small states,CSS,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,350000,7650000,21475925.93,56314145.38,10080709.29,2002420.243
Caribbean small states,CSS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,11591666.67,21694880.17,96575751.57,112453966.3,188049443.4,62082732.61
Cuba,CUB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,21.42990277,,,
Cuba,CUB,High-technology exports (current US$),TX.VAL.TECH.CD,,,,33713990,,,
Cuba,CUB,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Cuba,CUB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Cuba,CUB,"Trademark applications, total",IP.TMK.TOTL,331,571,1745,3895,1201,4061,
Cuba,CUB,"Trademark applications, direct resident",IP.TMK.RESD,100,49,160,716,,656,
Cuba,CUB,"Trademark applications, direct nonresident",IP.TMK.NRES,231,522,1585,3179,1201,3405,
Cuba,CUB,"Patent applications, residents",IP.PAT.RESD,9,129,,,,32,
Cuba,CUB,"Patent applications, nonresidents",IP.PAT.NRES,61,70,26,,,163,
Cuba,CUB,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,1315.9,1044.7,
Cuba,CUB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,0.47865,0.60767,,
Cuba,CUB,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,
Cuba,CUB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,
Curacao,CUW,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,
Curacao,CUW,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,
Curacao,CUW,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Curacao,CUW,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Curacao,CUW,"Trademark applications, total",IP.TMK.TOTL,,,,,737,1167,
Curacao,CUW,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,
Curacao,CUW,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,737,1167,
Curacao,CUW,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Curacao,CUW,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
Curacao,CUW,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,
Curacao,CUW,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Curacao,CUW,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,4810055.866,5094972.067
Curacao,CUW,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,28167597.77,27905027.93
Cayman Islands,CYM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,
Cayman Islands,CYM,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,
Cayman Islands,CYM,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Cayman Islands,CYM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Cayman Islands,CYM,"Trademark applications, total",IP.TMK.TOTL,,,,,,,
Cayman Islands,CYM,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,
Cayman Islands,CYM,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,
Cayman Islands,CYM,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Cayman Islands,CYM,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
Cayman Islands,CYM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,
Cayman Islands,CYM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Cayman Islands,CYM,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,
Cayman Islands,CYM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,
Cyprus,CYP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,4.444328745,1.673148136,36.89682599,7.282187753,
Cyprus,CYP,High-technology exports (current US$),TX.VAL.TECH.CD,,,13945571,3381252,139021756,30454473,
Cyprus,CYP,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,279.55025,257.2191,,
Cyprus,CYP,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,434.37809,1077.70041,,
Cyprus,CYP,"Trademark applications, total",IP.TMK.TOTL,707,894,1721,3799,2252,2076,
Cyprus,CYP,"Trademark applications, direct resident",IP.TMK.RESD,143,258,675,,768,1056,
Cyprus,CYP,"Trademark applications, direct nonresident",IP.TMK.NRES,564,636,1046,,1484,1020,
Cyprus,CYP,"Patent applications, residents",IP.PAT.RESD,,1,,,4,3,
Cyprus,CYP,"Patent applications, nonresidents",IP.PAT.NRES,56,66,43,,4,1,
Cyprus,CYP,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,633.6,972.9,
Cyprus,CYP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,0.2225,0.44663,,
Cyprus,CYP,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,16066602.71,,2038123.612,
Cyprus,CYP,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,283244.646,4366050.393,20725917.49,,92844348.26,
Czech Republic,CZE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,8.486691671,15.30313609,13.87799875,
Czech Republic,CZE,High-technology exports (current US$),TX.VAL.TECH.CD,,,,2175395886,17468785927,20289085520,
Czech Republic,CZE,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,713.14361,1520.05703,,
Czech Republic,CZE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,1349.7015,2781.85443,,
Czech Republic,CZE,"Trademark applications, total",IP.TMK.TOTL,,,4,19216,10893,9756,
Czech Republic,CZE,"Trademark applications, direct resident",IP.TMK.RESD,,,,7643,7795,7439,
Czech Republic,CZE,"Trademark applications, direct nonresident",IP.TMK.NRES,,,4,11573,3098,2317,
Czech Republic,CZE,"Patent applications, residents",IP.PAT.RESD,,,,555,868,792,
Czech Republic,CZE,"Patent applications, nonresidents",IP.PAT.NRES,,,,4384,114,47,
Czech Republic,CZE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,12673.8,15963.1,
Czech Republic,CZE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,1.1176,1.3411,,
Czech Republic,CZE,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,44285427.67,249267461.6,445442311.1,421706865.2
Czech Republic,CZE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,81725597.71,945086547.4,1193119443,1241479613
Germany,DEU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,11.99635284,18.62581366,15.25099045,16.90518986,
Germany,DEU,High-technology exports (current US$),TX.VAL.TECH.CD,,,42467566168,85541568000,158507039742,189646012435,
Germany,DEU,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,1407.48299,,
Germany,DEU,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,3148.80136,4077.76719,,
Germany,DEU,"Trademark applications, total",IP.TMK.TOTL,19881,21425,45144,97892,74229,73398,
Germany,DEU,"Trademark applications, direct resident",IP.TMK.RESD,16396,16487,2720,81977,65516,65293,
Germany,DEU,"Trademark applications, direct nonresident",IP.TMK.NRES,3485,4938,10749,15915,8713,8105,
Germany,DEU,"Patent applications, residents",IP.PAT.RESD,32772,28683,30724,51736,47047,48480,
Germany,DEU,"Patent applications, nonresidents",IP.PAT.NRES,33360,19900,8605,10406,12198,19419,
Germany,DEU,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,97179.4,103121.9,
Germany,DEU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,2.38769,2.71373,,
Germany,DEU,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,606121398.7,1986983701,2535839998,8279182728,18151575490,20150866716
Germany,DEU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,1445858316,3797381850,4413767659,7117078515,11318635655,12745791496
Djibouti,DJI,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,
Djibouti,DJI,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,
Djibouti,DJI,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Djibouti,DJI,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Djibouti,DJI,"Trademark applications, total",IP.TMK.TOTL,,,,,,,
Djibouti,DJI,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,
Djibouti,DJI,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,
Djibouti,DJI,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Djibouti,DJI,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
Djibouti,DJI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,6.9,4.1,
Djibouti,DJI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Djibouti,DJI,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,
Djibouti,DJI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,,,
Dominica,DMA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,6.534681264,0.014970181,,
Dominica,DMA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,1873565,2757,,
Dominica,DMA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Dominica,DMA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Dominica,DMA,"Trademark applications, total",IP.TMK.TOTL,,,69,156,,,
Dominica,DMA,"Trademark applications, direct resident",IP.TMK.RESD,,,55,104,,,
Dominica,DMA,"Trademark applications, direct nonresident",IP.TMK.NRES,,,14,52,,,
Dominica,DMA,"Patent applications, residents",IP.PAT.RESD,,,,,,,
Dominica,DMA,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,
Dominica,DMA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,8.5,7.7,
Dominica,DMA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Dominica,DMA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,25925.92593,10948.14815,,
Dominica,DMA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,100000,118518.5185,1242888.889,683381.9971,
Denmark,DNK,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,15.53672912,21.43657116,13.937023,15.67240442,
Denmark,DNK,High-technology exports (current US$),TX.VAL.TECH.CD,,,3255151603,6752348446,8113595952,9302857743,
Denmark,DNK,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,2262.09561,,
Denmark,DNK,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,6743.89777,,
Denmark,DNK,"Trademark applications, total",IP.TMK.TOTL,5184,5850,10034,12188,5564,4346,
Denmark,DNK,"Trademark applications, direct resident",IP.TMK.RESD,2075,1918,3289,3788,3401,2674,
Denmark,DNK,"Trademark applications, direct nonresident",IP.TMK.NRES,3109,3932,6745,8400,2163,1672,
Denmark,DNK,"Patent applications, residents",IP.PAT.RESD,815,964,1218,1730,1626,1552,
Denmark,DNK,"Patent applications, nonresidents",IP.PAT.NRES,5822,4605,1843,140,142,298,
Denmark,DNK,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,10395.9,13470.7,
Denmark,DNK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,2.93477,,
Denmark,DNK,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,2030589543,2237423925,3900111507
Denmark,DNK,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,,1325847663,1636024870,1574383278
Dominican Republic,DOM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,2.349678524,4.376549502,
Dominican Republic,DOM,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,75808632,212130912,
Dominican Republic,DOM,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Dominican Republic,DOM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Dominican Republic,DOM,"Trademark applications, total",IP.TMK.TOTL,1051,,2240,8343,6453,10594,
Dominican Republic,DOM,"Trademark applications, direct resident",IP.TMK.RESD,171,,,,,6599,
Dominican Republic,DOM,"Trademark applications, direct nonresident",IP.TMK.NRES,880,,,,,3995,
Dominican Republic,DOM,"Patent applications, residents",IP.PAT.RESD,5,,,,,16,
Dominican Republic,DOM,"Patent applications, nonresidents",IP.PAT.NRES,110,,,,,257,
Dominican Republic,DOM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,18.1,30.1,
Dominican Republic,DOM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Dominican Republic,DOM,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,
Dominican Republic,DOM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,29700000,67100000,98400000,113200000
Algeria,DZA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,4.166833432,0.5046203486,0.3435239288,
Algeria,DZA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,21221581,5141641,4758110,
Algeria,DZA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Algeria,DZA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Algeria,DZA,"Trademark applications, total",IP.TMK.TOTL,1162,961,3723,4476,5258,7128,
Algeria,DZA,"Trademark applications, direct resident",IP.TMK.RESD,323,313,461,1237,2070,4130,
Algeria,DZA,"Trademark applications, direct nonresident",IP.TMK.NRES,839,648,3262,3239,3188,2998,
Algeria,DZA,"Patent applications, residents",IP.PAT.RESD,18,5,6,32,76,106,
Algeria,DZA,"Patent applications, nonresidents",IP.PAT.NRES,365,349,229,127,730,566,
Algeria,DZA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,2137.4,4447.1,
Algeria,DZA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,
Algeria,DZA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,2811908.234,475375.2667,
Algeria,DZA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,260589.7146,1339658.257,,92466206.42,152906916.1,
East Asia & Pacific (excluding high income),EAP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,32.08957206,27.42856493,25.59164162,
East Asia & Pacific (excluding high income),EAP,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,
East Asia & Pacific (excluding high income),EAP,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
East Asia & Pacific (excluding high income),EAP,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,495.7974191,914.3873731,,
East Asia & Pacific (excluding high income),EAP,"Trademark applications, total",IP.TMK.TOTL,,43916,121181,286262,1230356,,
East Asia & Pacific (excluding high income),EAP,"Trademark applications, direct resident",IP.TMK.RESD,,,92814,212435,1089933,,
East Asia & Pacific (excluding high income),EAP,"Trademark applications, direct nonresident",IP.TMK.NRES,,,28367,73827,140423,,
East Asia & Pacific (excluding high income),EAP,"Patent applications, residents",IP.PAT.RESD,,,6202,26458,304623,1208187,
East Asia & Pacific (excluding high income),EAP,"Patent applications, nonresidents",IP.PAT.NRES,,,10262,45489,115741,162776,
East Asia & Pacific (excluding high income),EAP,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,338335.108,469078.4291,
East Asia & Pacific (excluding high income),EAP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,0.7296873347,1.681422891,,
East Asia & Pacific (excluding high income),EAP,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,657827.8549,4318753.482,117424828,1031917544,1418374599,5238110461
East Asia & Pacific (excluding high income),EAP,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,86003758.98,208645658.7,2739242409,19511730369,31863808506,37482173869
Early-demographic dividend,EAR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,13.70353294,8.294493063,9.61885009,
Early-demographic dividend,EAR,High-technology exports (current US$),TX.VAL.TECH.CD,,,,72807356410,85281075907,,
Early-demographic dividend,EAR,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
Early-demographic dividend,EAR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,
Early-demographic dividend,EAR,"Trademark applications, total",IP.TMK.TOTL,97989,,237259,461088,765202,1031020,
Early-demographic dividend,EAR,"Trademark applications, direct resident",IP.TMK.RESD,55982,,161831,262537,564235,765316,
Early-demographic dividend,EAR,"Trademark applications, direct nonresident",IP.TMK.NRES,42007,,70679,185867,194514,256102,
Early-demographic dividend,EAR,"Patent applications, residents",IP.PAT.RESD,7554,7965,6174,9273,29252,44001,
Early-demographic dividend,EAR,"Patent applications, nonresidents",IP.PAT.NRES,31359,24414,23635,51293,76336,84547,
Early-demographic dividend,EAR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,180301.6247,288419.0021,
Early-demographic dividend,EAR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,0.6095198323,0.7898683597,,
Early-demographic dividend,EAR,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,4199998.322,57536211.66,248230228.5,792731363,1369070865,2292225249,2502249025
Early-demographic dividend,EAR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,49199981.54,575053411,1194622733,3178367906,11541371884,16254850961,17699932212
East Asia & Pacific,EAS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,22.12051894,33.35117329,26.21983503,24.53413055,
East Asia & Pacific,EAS,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,
East Asia & Pacific,EAS,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,
East Asia & Pacific,EAS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,938.7504457,1475.344936,,
East Asia & Pacific,EAS,"Trademark applications, total",IP.TMK.TOTL,,208436,392021,663893,1601520,,
East Asia & Pacific,EAS,"Trademark applications, direct resident",IP.TMK.RESD,,,297890,475818,1353095,,
East Asia & Pacific,EAS,"Trademark applications, direct nonresident",IP.TMK.NRES,,,85340,188075,248425,,
East Asia & Pacific,EAS,"Patent applications, residents",IP.PAT.RESD,,,349059,487448,731535,1637384,
East Asia & Pacific,EAS,"Patent applications, nonresidents",IP.PAT.NRES,,,59681,151653,256588,320693,
East Asia & Pacific,EAS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,591605.6774,728815.1292,
East Asia & Pacific,EAS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,2.26140609,2.415863818,,
East Asia & Pacific,EAS,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,23857827.85,203749388,11657879651,33511167059,55694823052,63709372470
East Asia & Pacific,EAS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,211103759,2411399951,24020861051,70661645238,84379655690,92074042358
Europe & Central Asia (excluding high income),ECA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,10.30318702,8.769233494,8.620320021,
Europe & Central Asia (excluding high income),ECA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,6379453176,16499697981,17587544383,
Europe & Central Asia (excluding high income),ECA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,319.2836116,,
Europe & Central Asia (excluding high income),ECA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,2165.419345,1828.309737,,
Europe & Central Asia (excluding high income),ECA,"Trademark applications, total",IP.TMK.TOTL,,,,146425,255670,291587,
Europe & Central Asia (excluding high income),ECA,"Trademark applications, direct resident",IP.TMK.RESD,,,,69378,150963,190108,
Europe & Central Asia (excluding high income),ECA,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,77047,104707,101479,
Europe & Central Asia (excluding high income),ECA,"Patent applications, residents",IP.PAT.RESD,,,,34474,41152,39117,
Europe & Central Asia (excluding high income),ECA,"Patent applications, nonresidents",IP.PAT.NRES,,,,15759,17880,18138,
Europe & Central Asia (excluding high income),ECA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,88025.2,124730.6,
Europe & Central Asia (excluding high income),ECA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,0.7063878112,0.896906959,,
Europe & Central Asia (excluding high income),ECA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,111431123.6,1085183143,846018722.5,1065493587
Europe & Central Asia (excluding high income),ECA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,,,997925771.6,7392632460,7712330810,8892980856
Europe & Central Asia,ECS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,14.10933025,20.58008723,15.17686288,16.3583171,
Europe & Central Asia,ECS,High-technology exports (current US$),TX.VAL.TECH.CD,,,,414790534879,631941071023,717505297535,
Europe & Central Asia,ECS,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,801.5319941,,
Europe & Central Asia,ECS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,2299.462514,2716.122633,,
Europe & Central Asia,ECS,"Trademark applications, total",IP.TMK.TOTL,,,,854448,752052,810930,
Europe & Central Asia,ECS,"Trademark applications, direct resident",IP.TMK.RESD,,,,458876,523989,591355,
Europe & Central Asia,ECS,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,358055,227938,214009,
Europe & Central Asia,ECS,"Patent applications, residents",IP.PAT.RESD,,,,155927,152872,148234,
Europe & Central Asia,ECS,"Patent applications, nonresidents",IP.PAT.NRES,,,,68488,42527,52729,
Europe & Central Asia,ECS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,671191.0076,758302.8656,
Europe & Central Asia,ECS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,1.67551652,1.783863756,,
Europe & Central Asia,ECS,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,457587770.9,2974460001,9363349733,25256843296,101706650430,149718212770,167051264737
Europe & Central Asia,ECS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,452452966.7,5099438471,15115674917,26691730925,135390113645,213379471919,228335563546
Ecuador,ECU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,0.319342187,5.616494513,8.427203622,8.370247061,
Ecuador,ECU,High-technology exports (current US$),TX.VAL.TECH.CD,,,201282,26765851,144508135,103936492,
Ecuador,ECU,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,68.90724,,
Ecuador,ECU,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,141.30002,,
Ecuador,ECU,"Trademark applications, total",IP.TMK.TOTL,1350,2404,5962,10037,16195,15890,
Ecuador,ECU,"Trademark applications, direct resident",IP.TMK.RESD,320,839,2399,4145,8750,9254,
Ecuador,ECU,"Trademark applications, direct nonresident",IP.TMK.NRES,1030,1565,3563,5892,7445,6636,
Ecuador,ECU,"Patent applications, residents",IP.PAT.RESD,34,35,,10,4,45,
Ecuador,ECU,"Patent applications, nonresidents",IP.PAT.NRES,199,152,,541,690,329,
Ecuador,ECU,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,190,1096.1,
Ecuador,ECU,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,0.40297,,
Ecuador,ECU,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,,,,,,
Ecuador,ECU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,,22000000,37000000,62000000,54051146.24,46324537.67,29617261.76
"Egypt, Arab Rep.",EGY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,0.3099774856,0.8764510319,0.4865807918,
"Egypt, Arab Rep.",EGY,High-technology exports (current US$),TX.VAL.TECH.CD,,,,5590915,96228883,52091847,
